hrtsport;731492515568844800;5
hrtsport;731463133420736512;5
hrtsport;731444284113731584;7
hrtsport;731443428970647552;5
hrtsport;731436793707528192;5
hrtsport;731427180627042304;5
hrtsport;731241873763930113;5
hrtsport;731228295677788162;5
hrtsport;731223001388208128;5
hrtsport;731201829263015940;5
hrtsport;731192878412763136;5
hrtsport;731181467783532544;5
hrtsport;731169076278665218;5
hrtsport;731165067106996224;5
hrtsport;731157820637368320;5
hrtsport;731140903662944256;5
hrtsport;731137534475014151;5
hrtsport;731087090713305088;5
hrtsport;731069154694967297;5
hrtsport;731046584100790272;5
hrtsport;731031621936291840;5
hrtsport;730843303311183872;5
hrtsport;730838734460092416;5
hrtsport;730827188442963968;5
hrtsport;730808165122637825;5
hrtsport;730789808117821440;4
hrtsport;730760559340195840;5
hrtsport;730740324625158144;5
hrtsport;730703770087239681;5
hrtsport;730688971001499648;5
hrtsport;730396927574089728;5
hrtsport;730348834405101568;5
hrtsport;730345273378127872;5
hrtsport;730332241264513024;5
hrtsport;730330924831920128;5
hrtsport;730306789061832704;5
hrtsport;730147146968731648;5
hrtsport;730112608309792773;5
hrtsport;730094842718633985;5
hrtsport;730089901354536960;5
hrtsport;730085099572703232;5
hrtsport;730035624439365632;5
hrtsport;730028462631731201;5
hrtsport;729936376645484544;5
hrtsport;729741584841986048;5
hrtsport;729671810959212544;6
hrtsport;729671566737420288;5
hrtsport;729608957208186880;4
hrtsport;729575749859065856;5
hrtsport;729411861410648064;5
hrtsport;729405278723158016;5
hrtsport;729399441761914883;5
hrtsport;729387069638840325;5
hrtsport;729381942211252227;5
hrtsport;729368958361546754;5
hrtsport;729355622806921217;5
hrtsport;729338776519098370;5
hrtsport;729328537677668352;5
hrtsport;729307806105518084;5
hrtsport;729302943183343616;5
hrtsport;729269428282658816;5
hrtsport;729254001548664832;5
hrtsport;729240615838420992;5
hrtsport;729237029402378240;5
hrtsport;729228073195950081;5
hrtsport;729213524463996928;5
hrtsport;729060224850657280;5
